estado,cod_municipio_ibge,nome_municipio,regiao,populacao,leitos_uti_total,leitos_uti_100k_hab,leitos_uti_sus_total,leitos_uti_sus_100k_hab,medicos_total,medicos_sus,medicos_100k_hab,medicos_sus_100k_hab,enfermeiros_total,enfermeiros_sus,enfermeiros_100k_hab,enfermeiros_sus_100k_hab
Rio Grande do Sul,4306973,Erebango,Sul,2991,0,0,0,0,3,3,100.300902708124,100.300902708124,5,5,167.168171180207,167.168171180207
Rio Grande do Sul,4307005,Erechim,Sul,105862,19,17.9478944285957,11,10.3908862481344,310,159,292.834066992878,150.195537586669,137,101,129.413765090401,95.4072282783246
Ceará,2304277,Ererê,Nordeste,7198,0,0,0,0,4,4,55.5709919422062,55.5709919422062,8,8,111.141983884412,111.141983884412
Bahia,2900504,Érico Cardoso,Nordeste,10610,0,0,0,0,7,7,65.9754948162111,65.9754948162111,13,13,122.525918944392,122.525918944392
Santa Catarina,4205191,Ermo,Sul,2063,0,0,0,0,1,1,48.4730974309258,48.4730974309258,3,3,145.419292292778,145.419292292778
Rio Grande do Sul,4307054,Ernestina,Sul,3168,0,0,0,0,2,2,63.1313131313131,63.1313131313131,5,5,157.828282828283,157.828282828283
Rio Grande do Sul,4307203,Erval Grande,Sul,4859,0,0,0,0,4,4,82.3214653220827,82.3214653220827,5,5,102.901831652603,102.901831652603
Rio Grande do Sul,4307302,Erval Seco,Sul,6912,0,0,0,0,4,4,57.8703703703704,57.8703703703704,8,8,115.740740740741,115.740740740741
Santa Catarina,4205209,Erval Velho,Sul,4412,0,0,0,0,3,2,67.9963735267452,45.3309156844968,3,3,67.9963735267452,67.9963735267452
Minas Gerais,3124005,Ervália,Sudeste,18895,0,0,0,0,32,30,169.356972744112,158.772161947605,24,24,127.017729558084,127.017729558084
Pernambuco,2605202,Escada,Nordeste,68875,0,0,0,0,40,35,58.0762250453721,50.8166969147006,29,29,42.1052631578947,42.1052631578947
Rio Grande do Sul,4307401,Esmeralda,Sul,3282,0,0,0,0,2,2,60.9384521633151,60.9384521633151,3,3,91.4076782449726,91.4076782449726
Minas Gerais,3124104,Esmeraldas,Sudeste,70552,0,0,0,0,32,28,45.3566163964168,39.6870393468647,40,40,56.695770495521,56.695770495521
Minas Gerais,3124203,Espera Feliz,Sudeste,24951,0,0,0,0,11,11,44.0864093623502,44.0864093623502,17,17,68.133541741814,68.133541741814
Paraíba,2506004,Esperança,Nordeste,33007,0,0,0,0,26,25,78.7711697518708,75.7415093767989,35,33,106.038113127518,99.9787923773745
Rio Grande do Sul,4307450,Esperança do Sul,Sul,2926,0,0,0,0,2,2,68.3526999316473,68.3526999316473,2,2,68.3526999316473,68.3526999316473
Paraná,4107520,Esperança Nova,Sul,1698,0,0,0,0,2,2,117.785630153121,117.785630153121,3,3,176.678445229682,176.678445229682
Tocantins,1707405,Esperantina,Norte,10996,0,0,0,0,3,3,27.2826482357221,27.2826482357221,6,6,54.5652964714442,54.5652964714442
Piauí,2203701,Esperantina,Nordeste,39737,0,0,0,0,35,32,88.0791202154164,80.5294813398093,36,36,90.5956665072854,90.5956665072854
Maranhão,2104008,Esperantinópolis,Nordeste,17241,0,0,0,0,12,12,69.6015312336871,69.6015312336871,18,18,104.402296850531,104.402296850531
Paraná,4107546,Espigão Alto do Iguaçu,Sul,4117,0,0,0,0,3,3,72.8685936361428,72.8685936361428,3,3,72.8685936361428,72.8685936361428
Rondônia,1100098,Espigão D'Oeste,Norte,32374,0,0,0,0,25,25,77.2224624698832,77.2224624698832,23,20,71.0446654722926,61.7779699759066
Minas Gerais,3124302,Espinosa,Sudeste,31617,0,0,0,0,27,24,85.397096498719,75.9085302210836,19,19,60.0942530916912,60.0942530916912
Rio Grande do Norte,2403509,Espírito Santo,Nordeste,10505,0,0,0,0,5,5,47.5963826749167,47.5963826749167,6,6,57.1156592099,57.1156592099
Minas Gerais,3124401,Espírito Santo do Dourado,Sudeste,4692,0,0,0,0,8,8,170.502983802217,170.502983802217,4,4,85.2514919011083,85.2514919011083
São Paulo,3515186,Espírito Santo do Pinhal,Sudeste,44330,0,0,0,0,94,73,212.046018497631,164.674035641778,54,50,121.813670200767,112.790435371081
São Paulo,3515194,Espírito Santo do Turvo,Sudeste,4829,0,0,0,0,2,2,41.4164423276041,41.4164423276041,3,3,62.1246634914061,62.1246634914061
Bahia,2910602,Esplanada,Nordeste,37237,0,0,0,0,17,15,45.6535166635336,40.2825147031179,29,29,77.8795284260279,77.8795284260279
Rio Grande do Sul,4307500,Espumoso,Sul,15588,0,0,0,0,23,23,147.54939697203,147.54939697203,18,18,115.473441108545,115.473441108545
Rio Grande do Sul,4307559,Estação,Sul,5958,0,0,0,0,5,4,83.9207787848271,67.1366230278617,5,4,83.9207787848271,67.1366230278617
Sergipe,2802106,Estância,Nordeste,69184,0,0,0,0,64,61,92.5069380203515,88.1706753006476,74,73,106.961147086031,105.515726179463
Rio Grande do Sul,4307609,Estância Velha,Sul,50022,0,0,0,0,101,86,201.91115909,171.924353284555,47,44,93.9586581903962,87.9612970293071
Rio Grande do Sul,4307708,Esteio,Sul,83202,8,9.61515348188745,8,9.61515348188745,215,151,258.407249825725,181.486021970626,96,94,115.381841782649,112.978053412178
Minas Gerais,3124500,Estiva,Sudeste,11354,0,0,0,0,4,2,35.229874933944,17.614937466972,7,7,61.652281134402,61.652281134402
São Paulo,3557303,Estiva Gerbi,Sudeste,11304,0,0,0,0,7,7,61.9249823071479,61.9249823071479,11,11,97.310686482661,97.310686482661
Maranhão,2104057,Estreito,Nordeste,41946,0,0,0,0,31,31,73.9045439374434,73.9045439374434,35,35,83.4406141229199,83.4406141229199
Rio Grande do Sul,4307807,Estrela,Sul,34116,10,29.3117598780631,7,20.5182319146442,151,143,442.607574158752,419.158166256302,64,59,187.595263219604,172.939383280572
São Paulo,3515202,Estrela d'Oeste,Sudeste,8419,0,0,0,0,14,13,166.290533317496,154.412638080532,12,12,142.534742843568,142.534742843568
Minas Gerais,3124609,Estrela Dalva,Sudeste,2343,0,0,0,0,1,1,42.6803243704652,42.6803243704652,6,6,256.081946222791,256.081946222791
Alagoas,2702553,Estrela de Alagoas,Nordeste,18205,0,0,0,0,5,5,27.4649821477616,27.4649821477616,8,8,43.9439714364186,43.9439714364186
Minas Gerais,3124708,Estrela do Indaiá,Sudeste,3500,0,0,0,0,4,3,114.285714285714,85.7142857142857,4,4,114.285714285714,114.285714285714
São Paulo,3515301,Estrela do Norte,Sudeste,2766,0,0,0,0,3,3,108.459869848156,108.459869848156,3,3,108.459869848156,108.459869848156
Goiás,5207501,Estrela do Norte,Centro-Oeste,3275,0,0,0,0,1,1,30.5343511450382,30.5343511450382,6,6,183.206106870229,183.206106870229
Minas Gerais,3124807,Estrela do Sul,Sudeste,7978,0,0,0,0,4,4,50.1378791677112,50.1378791677112,3,3,37.6034093757834,37.6034093757834
Rio Grande do Sul,4307815,Estrela Velha,Sul,3655,0,0,0,0,0,0,0,0,3,3,82.0793433652531,82.0793433652531
Bahia,2910701,Euclides da Cunha,Nordeste,60585,0,0,0,0,42,38,69.3240901213172,62.7217958240489,62,61,102.335561607659,100.684988033342
São Paulo,3515350,Euclides da Cunha Paulista,Sudeste,9371,0,0,0,0,8,8,85.3697577633124,85.3697577633124,10,10,106.71219720414,106.71219720414
Rio Grande do Sul,4307831,Eugênio de Castro,Sul,2396,0,0,0,0,2,2,83.4724540901503,83.4724540901503,4,4,166.944908180301,166.944908180301
Minas Gerais,3124906,Eugenópolis,Sudeste,11275,0,0,0,0,11,10,97.5609756097561,88.6917960088692,8,8,70.9534368070953,70.9534368070953
Bahia,2910727,Eunápolis,Nordeste,113380,19,16.7578056094549,10,8.8198976891868,184,124,162.286117481037,109.366731345916,151,137,133.180455106721,120.832598341859
Ceará,2304285,Eusébio,Nordeste,53618,0,0,0,0,159,142,296.542205975605,264.836435525383,96,88,179.044350777724,164.12398821291401
Minas Gerais,3125002,Ewbank da Câmara,Sudeste,3913,0,0,0,0,7,7,178.890876565295,178.890876565295,3,3,76.6675185279836,76.6675185279836
Minas Gerais,3125101,Extrema,Sudeste,36225,10,27.6052449965493,9,24.8447204968944,129,78,356.107660455487,215.320910973085,31,31,85.576259489303,85.576259489303
Rio Grande do Norte,2403608,Extremoz,Nordeste,28583,0,0,0,0,24,24,83.9659937725221,83.9659937725221,20,20,69.9716614771018,69.9716614771018
Pernambuco,2605301,Exu,Nordeste,31825,0,0,0,0,31,31,97.4076983503535,97.4076983503535,26,26,81.6967792615868,81.6967792615868
Paraíba,2506103,Fagundes,Nordeste,11253,0,0,0,0,3,3,26.6595574513463,26.6595574513463,5,5,44.4325957522438,44.4325957522438
Rio Grande do Sul,4307864,Fagundes Varela,Sul,2731,0,0,0,0,3,3,109.849871841816,109.849871841816,3,3,109.849871841816,109.849871841816
Goiás,5207535,Faina,Centro-Oeste,6627,0,0,0,0,4,4,60.3591368643428,60.3591368643428,4,4,60.3591368643428,60.3591368643428
Minas Gerais,3125200,Fama,Sudeste,2377,0,0,0,0,0,0,0,0,1,1,42.0698359276399,42.0698359276399
Minas Gerais,3125309,Faria Lemos,Sudeste,3241,0,0,0,0,2,2,61.7093489663684,61.7093489663684,1,1,30.8546744831842,30.8546744831842
Ceará,2304301,Farias Brito,Nordeste,19450,0,0,0,0,15,15,77.120822622108,77.120822622108,21,20,107.969151670951,102.827763496144
Pará,1503002,Faro,Norte,7194,0,0,0,0,5,5,69.5023630803447,69.5023630803447,14,14,194.606616624965,194.606616624965
Paraná,4107553,Farol,Sul,3089,0,0,0,0,0,0,0,0,5,5,161.864681126578,161.864681126578
Rio Grande do Sul,4307906,Farroupilha,Sul,72331,10,13.8253307710387,8,11.060264616831,58,43,80.1869184720244,59.4489223154664,61,51,84.334517703336,70.5091869322974
São Paulo,3515400,Fartura,Sudeste,16036,0,0,0,0,25,22,155.899226739835,137.191319531055,13,13,81.0675979047144,81.0675979047144
Piauí,2203750,Fartura do Piauí,Nordeste,5307,0,0,0,0,1,1,18.8430374976446,18.8430374976446,3,3,56.5291124929339,56.5291124929339
Tocantins,1707553,Fátima,Norte,3835,0,0,0,0,2,2,52.1512385919166,52.1512385919166,3,3,78.2268578878748,78.2268578878748
Bahia,2910750,Fátima,Nordeste,17890,0,0,0,0,4,3,22.3588596981554,16.7691447736165,23,22,128.563443264394,122.973728339855
Mato Grosso do Sul,5003801,Fátima do Sul,Centro-Oeste,19189,0,0,0,0,21,19,109.437698681536,99.0150607118662,25,25,130.282974620877,130.282974620877
Paraná,4107603,Faxinal,Sul,17251,0,0,0,0,9,6,52.1708886441366,34.7805924294244,9,8,52.1708886441366,46.3741232392325
Rio Grande do Sul,4308003,Faxinal do Soturno,Sul,6677,1,14.9767859817283,0,0,185,184,2770.70540661974,2755.72862063801,24,24,359.44286356148,359.44286356148
Santa Catarina,4205308,Faxinal dos Guedes,Sul,10667,0,0,0,0,16,12,149.99531264648,112.49648448486,7,7,65.6229492828349,65.6229492828349
Rio Grande do Sul,4308052,Faxinalzinho,Sul,2315,0,0,0,0,1,1,43.1965442764579,43.1965442764579,2,2,86.3930885529158,86.3930885529158
Goiás,5207600,Fazenda Nova,Centro-Oeste,5637,0,0,0,0,5,5,88.6996629412808,88.6996629412808,7,7,124.179528117793,124.179528117793
Paraná,4107652,Fazenda Rio Grande,Sul,100209,0,0,0,0,49,32,48.8978035904959,31.9332594876708,35,31,34.9270025646399,30.9353451286811
Rio Grande do Sul,4308078,Fazenda Vilanova,Sul,4533,0,0,0,0,2,2,44.1208912420031,44.1208912420031,2,2,44.1208912420031,44.1208912420031
Acre,1200302,Feijó,Norte,34780,0,0,0,0,9,9,25.8769407705578,25.8769407705578,24,24,69.0051753881541,69.0051753881541
Bahia,2910776,Feira da Mata,Nordeste,5665,0,0,0,0,2,2,35.3045013239188,35.3045013239188,5,5,88.261253309797,88.261253309797
Bahia,2910800,Feira de Santana,Nordeste,614872,56,9.10758661965417,30,4.87906426052902,1067,922,173.532052199482,149.949908273592,964,933,156.780598238333,151.738898502453
Alagoas,2702603,Feira Grande,Nordeste,22166,0,0,0,0,6,6,27.0684832626545,27.0684832626545,16,16,72.1826220337454,72.1826220337454
Pernambuco,2605400,Feira Nova,Nordeste,22131,0,0,0,0,10,10,45.1854864217613,45.1854864217613,17,17,76.8153269169943,76.8153269169943
Sergipe,2802205,Feira Nova,Nordeste,5584,0,0,0,0,2,2,35.8166189111748,35.8166189111748,3,3,53.7249283667622,53.7249283667622
Maranhão,2104073,Feira Nova do Maranhão,Nordeste,8504,0,0,0,0,5,5,58.7958607714017,58.7958607714017,5,5,58.7958607714017,58.7958607714017
Minas Gerais,3125408,Felício dos Santos,Sudeste,4753,0,0,0,0,3,3,63.1180307174416,63.1180307174416,9,9,189.354092152325,189.354092152325
Rio Grande do Norte,2403707,Felipe Guerra,Nordeste,5985,0,0,0,0,4,4,66.8337510442774,66.8337510442774,6,6,100.250626566416,100.250626566416
Minas Gerais,3125606,Felisburgo,Sudeste,7457,0,0,0,0,3,3,40.2306557596889,40.2306557596889,8,8,107.281748692504,107.281748692504
Minas Gerais,3125705,Felixlândia,Sudeste,15336,0,0,0,0,8,7,52.1648408972353,45.6442357850809,16,16,104.329681794471,104.329681794471
Rio Grande do Sul,4308102,Feliz,Sul,13547,0,0,0,0,35,24,258.359784454123,177.160995054256,15,15,110.72562190891,110.72562190891
Alagoas,2702702,Feliz Deserto,Nordeste,4754,0,0,0,0,2,2,42.0698359276399,42.0698359276399,3,3,63.1047538914598,63.1047538914598
Mato Grosso,5103700,Feliz Natal,Centro-Oeste,14192,0,0,0,0,7,7,49.3235625704622,49.3235625704622,19,19,133.878241262683,133.878241262683
Paraná,4107702,Fênix,Sul,4762,0,0,0,0,2,2,41.9991600167997,41.9991600167997,5,5,104.997900041999,104.997900041999
Paraná,4107736,Fernandes Pinheiro,Sul,5646,0,0,0,0,9,9,159.404888416578,159.404888416578,4,4,70.8466170740347,70.8466170740347
Minas Gerais,3125804,Fernandes Tourinho,Sudeste,3431,0,0,0,0,2,2,58.2920431361119,58.2920431361119,1,1,29.146021568056,29.146021568056
Pernambuco,2605459,Fernando de Noronha,Nordeste,3061,0,0,0,0,8,8,261.352499183273,261.352499183273,10,10,326.690623979092,326.690623979092
Maranhão,2104081,Fernando Falcão,Nordeste,10360,0,0,0,0,5,5,48.2625482625483,48.2625482625483,9,9,86.8725868725869,86.8725868725869
Rio Grande do Norte,2403756,Fernando Pedroza,Nordeste,3054,0,0,0,0,3,3,98.2318271119843,98.2318271119843,2,2,65.4878847413229,65.4878847413229
São Paulo,3515608,Fernando Prestes,Sudeste,5783,0,0,0,0,10,10,172.920629431091,172.920629431091,5,5,86.460314715545607,86.460314715545607
São Paulo,3515509,Fernandópolis,Sudeste,69116,10,14.4684298859888,9,13.0215868973899,222,181,321.199143468951,261.878580936397,133,129,192.430117483651,186.642745529255
São Paulo,3515657,Fernão,Sudeste,1716,0,0,0,0,3,3,174.825174825175,174.825174825175,2,2,116.550116550117,116.550116550117
São Paulo,3515707,Ferraz de Vasconcelos,Sudeste,194276,10,5.14731618933888,10,5.14731618933888,214,207,110.152566451852,106.549445119315,140,140,72.0624266507443,72.0624266507443
Amapá,1600238,Ferreira Gomes,Norte,7780,0,0,0,0,4,4,51.413881748072,51.413881748072,18,18,231.362467866324,231.362467866324
Pernambuco,2605509,Ferreiros,Nordeste,12123,0,0,0,0,9,9,74.2390497401633,74.2390497401633,7,7,57.7414831312381,57.7414831312381
Minas Gerais,3125903,Ferros,Sudeste,9820,0,0,0,0,7,7,71.2830957230143,71.2830957230143,9,9,91.6496945010183,91.6496945010183
Minas Gerais,3125952,Fervedouro,Sudeste,11006,0,0,0,0,5,5,45.4297655824096,45.4297655824096,7,7,63.6016718153734,63.6016718153734
Paraná,4107751,Figueira,Sul,7770,0,0,0,0,3,3,38.6100386100386,38.6100386100386,6,6,77.2200772200772,77.2200772200772
Mato Grosso do Sul,5003900,Figueirão,Centro-Oeste,3051,0,0,0,0,3,3,98.3284169124877,98.3284169124877,7,7,229.432972795805,229.432972795805
Tocantins,1707652,Figueirópolis,Norte,5263,0,0,0,0,3,3,57.0017100513015,57.0017100513015,5,5,95.0028500855026,95.0028500855026
Mato Grosso,5103809,Figueirópolis D'Oeste,Centro-Oeste,3494,0,0,0,0,2,2,57.2409845449342,57.2409845449342,2,2,57.2409845449342,57.2409845449342
Tocantins,1707702,Filadélfia,Norte,8856,0,0,0,0,1,1,11.2917795844625,11.2917795844625,8,8,90.3342366757001,90.3342366757001
Bahia,2910859,Filadélfia,Nordeste,16377,0,0,0,0,14,14,85.485742199426,85.485742199426,16,16,97.6979910850583,97.6979910850583
Bahia,2910909,Firmino Alves,Nordeste,5617,0,0,0,0,1,1,17.8030977390066,17.8030977390066,3,3,53.4092932170198,53.4092932170198
Goiás,5207808,Firminópolis,Centro-Oeste,13292,0,0,0,0,8,6,60.1865783930184,45.1399337947638,11,11,82.7565452904002,82.7565452904002
Alagoas,2702801,Flexeiras,Nordeste,12790,0,0,0,0,7,7,54.7302580140735,54.7302580140735,11,11,86.0046911649726,86.0046911649726
Paraná,4107850,Flor da Serra do Sul,Sul,4624,0,0,0,0,4,4,86.5051903114187,86.5051903114187,6,6,129.757785467128,129.757785467128
Santa Catarina,4205357,Flor do Sertão,Sul,1582,0,0,0,0,1,1,63.2111251580278,63.2111251580278,2,2,126.422250316056,126.422250316056
São Paulo,3515806,Flora Rica,Sudeste,1464,0,0,0,0,2,2,136.612021857923,136.612021857924,3,3,204.918032786885,204.918032786885
Paraná,4107801,Floraí,Sul,4929,0,0,0,0,4,4,81.1523635625888,81.1523635625888,8,8,162.304727125178,162.304727125178
Rio Grande do Norte,2403806,Florânia,Nordeste,9116,0,0,0,0,5,5,54.8486178148311,54.8486178148311,6,6,65.8183413777973,65.8183413777973
São Paulo,3515905,Floreal,Sudeste,2917,0,0,0,0,3,3,102.845389098389,102.845389098389,2,2,68.5635927322592,68.5635927322592
Pernambuco,2605608,Flores,Nordeste,22624,0,0,0,0,9,9,39.7807637906648,39.7807637906648,13,13,57.4611032531825,57.4611032531825
Rio Grande do Sul,4308201,Flores da Cunha,Sul,30745,0,0,0,0,30,22,97.5768417628883,71.5563506261181,25,24,81.3140348024069,78.0614734103106
Goiás,5207907,Flores de Goiás,Centro-Oeste,16557,0,0,0,0,8,8,48.3179319925107,48.3179319925107,14,14,84.5563809868938,84.5563809868938
Piauí,2203800,Flores do Piauí,Nordeste,4463,0,0,0,0,2,2,44.8129061169617,44.8129061169617,3,3,67.2193591754425,67.2193591754425
Pernambuco,2605707,Floresta,Nordeste,32873,0,0,0,0,13,13,39.5461320840812,39.5461320840812,23,23,69.9662336872205,69.9662336872205
Paraná,4107900,Floresta,Sul,6774,0,0,0,0,8,8,118.098612341305,118.098612341305,7,7,103.336285798642,103.336285798642
Bahia,2911006,Floresta Azul,Nordeste,10629,0,0,0,0,6,6,56.4493367202935,56.4493367202935,10,10,94.0822278671559,94.0822278671559
Pará,1503044,Floresta do Araguaia,Norte,20304,0,0,0,0,6,6,29.5508274231678,29.5508274231678,11,11,54.1765169424744,54.1765169424744
Piauí,2203859,Floresta do Piauí,Nordeste,2558,0,0,0,0,0,0,0,0,0,0,0,0
Minas Gerais,3126000,Florestal,Sudeste,7461,0,0,0,0,9,5,120.627261761158,67.0151454228656,9,8,120.627261761158,107.224232676585
Paraná,4108007,Florestópolis,Sul,10548,0,0,0,0,11,10,104.285172544558,94.8047023132347,12,9,113.765642775882,85.3242320819113
Piauí,2203909,Floriano,Nordeste,59935,10,16.6847418036206,10,16.6847418036206,114,104,190.206056561275,173.521314757654,147,144,245.265704513223,240.260281972136
Rio Grande do Sul,4308250,Floriano Peixoto,Sul,1766,0,0,0,0,0,0,0,0,2,2,113.250283125708,113.250283125708
Santa Catarina,4205407,Florianópolis,Sul,500973,165,32.9359067255122,63,12.5755280224683,3024,1840,603.625345078477,367.285262878439,1229,1097,245.322602216087,218.973876835678
Paraná,4108106,Flórida,Sul,2689,0,0,0,0,3,3,111.565637783563,111.565637783563,9,9,334.696913350688,334.696913350688
São Paulo,3516002,Flórida Paulista,Sudeste,14640,0,0,0,0,9,9,61.4754098360656,61.4754098360656,17,17,116.120218579235,116.120218579235
São Paulo,3516101,Florínea,Sudeste,2676,0,0,0,0,2,2,74.7384155455904,74.7384155455904,9,9,336.322869955157,336.322869955157
Amazonas,1301605,Fonte Boa,Norte,17609,0,0,0,0,7,7,39.752399341246,39.752399341246,17,17,96.5415412573116,96.5415412573116
Rio Grande do Sul,4308300,Fontoura Xavier,Sul,10304,0,0,0,0,5,5,48.5248447204969,48.5248447204969,8,8,77.639751552795,77.639751552795
Minas Gerais,3126109,Formiga,Sudeste,67683,17,25.1170899635063,17,25.1170899635063,104,74,153.657491541451,109.333215135263,80,68,118.1980704165,100.468359854025
Rio Grande do Sul,4308409,Formigueiro,Sul,6664,0,0,0,0,5,4,75.0300120048019,60.0240096038415,8,8,120.048019207683,120.048019207683
Goiás,5208004,Formosa,Centro-Oeste,121617,0,0,0,0,160,96,131.56055485664,78.9363329139841,92,86,75.6473190425681,70.7137982354441
Maranhão,2104099,Formosa da Serra Negra,Nordeste,19089,0,0,0,0,7,7,36.6703337000367,36.6703337000367,11,11,57.6248101000576,57.6248101000576
Paraná,4108205,Formosa do Oeste,Sul,6578,0,0,0,0,8,7,121.617512921861,106.415323806628,11,11,167.224080267559,167.224080267559
Bahia,2911105,Formosa do Rio Preto,Nordeste,25591,0,0,0,0,6,6,23.4457426438982,23.4457426438982,16,16,62.5219803837287,62.5219803837287
Santa Catarina,4205431,Formosa do Sul,Sul,2510,0,0,0,0,1,1,39.8406374501992,39.8406374501992,1,1,39.8406374501992,39.8406374501992
Minas Gerais,3126208,Formoso,Sudeste,9562,0,0,0,0,4,4,41.8322526668061,41.8322526668061,9,9,94.1225685003137,94.1225685003137
Goiás,5208103,Formoso,Centro-Oeste,4248,0,0,0,0,3,3,70.6214689265537,70.6214689265537,8,8,188.323917137476,188.323917137476
Tocantins,1708205,Formoso do Araguaia,Norte,18440,0,0,0,0,7,7,37.9609544468547,37.9609544468547,23,23,124.72885032538,124.72885032538
Rio Grande do Sul,4308433,Forquetinha,Sul,2412,0,0,0,0,0,0,0,0,4,4,165.837479270315,165.837479270315
Ceará,2304350,Forquilha,Nordeste,24218,0,0,0,0,9,9,37.1624411594682,37.1624411594682,30,30,123.874803864894,123.874803864894
Santa Catarina,4205456,Forquilhinha,Sul,26793,0,0,0,0,15,14,55.9847721419774,52.2524539991789,17,17,63.4494084275744,63.4494084275744
Ceará,2304400,Fortaleza,Nordeste,2669342,585,21.9155132613206,258,9.66530328447985,6687,4493,250.511174664018,168.318634330108,4556,2987,170.678766527481,111.900236088145
Minas Gerais,3126307,Fortaleza de Minas,Sudeste,4412,0,0,0,0,6,6,135.99274705349,135.99274705349,7,7,158.658204895739,158.658204895739
Tocantins,1708254,Fortaleza do Tabocão,Norte,2589,0,0,0,0,1,1,38.6249517188104,38.6249517188104,8,8,308.999613750483,308.999613750483
Maranhão,2104107,Fortaleza dos Nogueiras,Nordeste,12631,0,0,0,0,3,3,23.7510885915604,23.7510885915604,6,6,47.5021771831209,47.5021771831209
Rio Grande do Sul,4308458,Fortaleza dos Valos,Sul,4320,0,0,0,0,3,3,69.4444444444444,69.4444444444444,7,7,162.037037037037,162.037037037037
