estado,cod_municipio_ibge,nome_municipio,regiao,populacao,leitos_uti_total,leitos_uti_100k_hab,leitos_uti_sus_total,leitos_uti_sus_100k_hab,medicos_total,medicos_sus,medicos_100k_hab,medicos_sus_100k_hab,enfermeiros_total,enfermeiros_sus,enfermeiros_100k_hab,enfermeiros_sus_100k_hab
São Paulo,3528858,Marapoama,Sudeste,3031,0,0,0,0,2,2,65.9848234905972,65.9848234905972,3,3,98.9772352358957,98.9772352358957
Rio Grande do Sul,4311791,Maratá,Sul,2691,0,0,0,0,5,5,185.804533630621,185.804533630621,2,2,74.3218134522482,74.3218134522482
Espírito Santo,3203320,Marataízes,Sudeste,38499,0,0,0,0,26,18,67.5342216680953,46.7544611548352,48,35,124.678563079561,90.9114522455129
Rio Grande do Sul,4311809,Marau,Sul,44161,0,0,0,0,77,46,174.361993614275,104.164307873463,41,38,92.8421004959127,86.0487760693825
Bahia,2920700,Maraú,Nordeste,20570,0,0,0,0,8,8,38.8915896937287,38.8915896937287,16,16,77.7831793874575,77.7831793874575
Alagoas,2704609,Maravilha,Nordeste,9163,0,0,0,0,2,2,21.8269125832151,21.8269125832151,3,3,32.7403688748227,32.7403688748227
Santa Catarina,4210506,Maravilha,Sul,25762,10,38.8168620448723,10,38.8168620448723,58,51,225.137799860259,197.965996428849,34,34,131.977330952566,131.977330952566
Minas Gerais,3139706,Maravilhas,Sudeste,7976,0,0,0,0,7,7,87.7632898696088,87.7632898696088,3,3,37.6128385155466,37.6128385155466
Paraíba,2509057,Marcação,Nordeste,8558,0,0,0,0,5,5,58.4248656228091,58.4248656228091,10,10,116.849731245618,116.849731245618
Mato Grosso,5105580,Marcelândia,Centro-Oeste,10499,0,0,0,0,5,5,47.6235831983998,47.6235831983998,8,8,76.1977331174398,76.1977331174398
Rio Grande do Sul,4311908,Marcelino Ramos,Sul,4402,0,0,0,0,1,1,22.7169468423444,22.7169468423444,6,6,136.301681054066,136.301681054066
Rio Grande do Norte,2407302,Marcelino Vieira,Nordeste,8347,0,0,0,0,1,1,11.9803522223553,11.9803522223553,4,4,47.9214088894214,47.9214088894214
Bahia,2920809,Marcionílio Souza,Nordeste,10406,0,0,0,0,3,3,28.8295214299443,28.8295214299443,3,3,28.8295214299443,28.8295214299443
Ceará,2307809,Marco,Nordeste,27361,0,0,0,0,10,10,36.5483717700376,36.5483717700376,26,26,95.0257666020979,95.0257666020979
Piauí,2205953,Marcolândia,Nordeste,8492,0,0,0,0,4,4,47.1031559114461,47.1031559114461,4,4,47.1031559114461,47.1031559114461
Piauí,2206001,Marcos Parente,Nordeste,4549,0,0,0,0,3,3,65.948560123104,65.948560123104,3,3,65.948560123104,65.948560123104
Paraná,4114609,Marechal Cândido Rondon,Sul,52944,0,0,0,0,89,28,168.102145663342,52.8860682985796,57,37,107.66092475068,69.8851616802659
Alagoas,2704708,Marechal Deodoro,Nordeste,51901,0,0,0,0,36,36,69.3628253790871,69.3628253790871,32,32,61.6558447814108,61.6558447814108
Espírito Santo,3203346,Marechal Floriano,Sudeste,16694,0,0,0,0,15,13,89.852641667665,77.8722894453097,17,17,101.83299389002,101.83299389002
Acre,1200351,Marechal Thaumaturgo,Norte,18867,0,0,0,0,7,7,37.1018179890815,37.1018179890815,9,9,47.7023374145333,47.7023374145333
Santa Catarina,4210555,Marema,Sul,1797,0,0,0,0,2,2,111.296605453534,111.296605453534,1,1,55.6483027267668,55.6483027267668
Paraíba,2509107,Mari,Nordeste,21837,0,0,0,0,11,11,50.3732197646197,50.3732197646197,20,20,91.5876722993085,91.5876722993085
Minas Gerais,3139904,Maria da Fé,Sudeste,14095,0,0,0,0,7,7,49.6630010642072,49.6630010642072,15,15,106.420716566158,106.420716566158
Paraná,4114708,Maria Helena,Sul,5677,0,0,0,0,1,1,17.614937466972,17.614937466972,6,6,105.689624801832,105.689624801832
Paraná,4114807,Marialva,Sul,35496,0,0,0,0,20,10,56.3443768311922,28.1721884155961,27,26,76.0649087221095,73.2476898805499
Minas Gerais,3140001,Mariana,Sudeste,60724,0,0,0,0,108,80,177.853896317766,131.743626902049,60,56,98.8077201765365,92.220538831434
Rio Grande do Sul,4311981,Mariana Pimentel,Sul,3885,0,0,0,0,6,6,154.440154440154,154.440154440154,1,1,25.7400257400257,25.7400257400257
Rio Grande do Sul,4312005,Mariano Moro,Sul,2031,0,0,0,0,1,1,49.2368291482029,49.2368291482029,3,3,147.710487444609,147.710487444609
Tocantins,1712504,Marianópolis do Tocantins,Norte,5175,0,0,0,0,2,2,38.6473429951691,38.6473429951691,2,2,38.6473429951691,38.6473429951691
São Paulo,3528908,Mariápolis,Sudeste,4084,0,0,0,0,1,1,24.4857982370225,24.4857982370225,4,4,97.9431929480901,97.9431929480901
Alagoas,2704807,Maribondo,Nordeste,13264,0,0,0,0,1,1,7.53920386007238,7.53920386007238,11,11,82.9312424607961,82.9312424607961
Rio de Janeiro,3302700,Maricá,Sudeste,161207,0,0,0,0,286,232,177.411650858834,143.914346151222,174,169,107.935759613416,104.834157325674
Minas Gerais,3140100,Marilac,Sudeste,4115,0,0,0,0,3,3,72.9040097205346,72.9040097205346,5,5,121.506682867558,121.506682867558
Espírito Santo,3203353,Marilândia,Sudeste,12833,0,0,0,0,13,13,101.301332502143,101.301332502143,15,15,116.886152887088,116.886152887088
Paraná,4114906,Marilândia do Sul,Sul,8836,0,0,0,0,4,4,45.2693526482571,45.2693526482571,7,7,79.22136713445,79.22136713445
Paraná,4115002,Marilena,Sul,7076,0,0,0,0,3,3,42.3968343697004,42.3968343697004,10,10,141.322781232335,141.322781232335
São Paulo,3529005,Marília,Sudeste,238882,85,35.5824214465719,60,25.1170033740508,1053,909,440.803409214591,380.522601116869,531,511,222.285479860349,213.913145402333
Paraná,4115101,Mariluz,Sul,10345,0,0,0,0,3,3,28.9995166747221,28.9995166747221,11,11,106.331561140648,106.331561140648
Paraná,4115200,Maringá,Sul,423666,177,41.7781931993599,81,19.1188341759782,1531,964,361.369569424972,227.537730193124,1199,690,283.005952802443,162.864142980555
São Paulo,3529104,Marinópolis,Sudeste,2112,0,0,0,0,1,1,47.3484848484849,47.3484848484849,3,3,142.045454545455,142.045454545455
Minas Gerais,3140159,Mário Campos,Sudeste,15416,0,0,0,0,9,9,58.3809029579658,58.3809029579658,11,11,71.3544369486248,71.3544369486248
Paraná,4115309,Mariópolis,Sul,6610,0,0,0,0,6,6,90.7715582450832,90.7715582450832,10,10,151.285930408472,151.285930408472
Paraná,4115358,Maripá,Sul,5603,0,0,0,0,4,4,71.3903266107442,71.3903266107442,8,8,142.780653221488,142.780653221488
Minas Gerais,3140209,Maripá de Minas,Sudeste,2973,0,0,0,0,5,5,168.180289270098,168.180289270098,5,5,168.180289270098,168.180289270098
Pará,1504422,Marituba,Norte,131521,7,5.32234396028011,7,5.32234396028011,63,61,47.901095642521,46.3804259395838,90,89,68.4301366321728,67.6698017807042
Paraíba,2509156,Marizópolis,Nordeste,6617,0,0,0,0,3,3,45.3377663593774,45.3377663593774,3,3,45.3377663593774,45.3377663593774
Minas Gerais,3140308,Marliéria,Sudeste,4039,0,0,0,0,1,1,24.7586036147561,24.7586036147561,7,7,173.310225303293,173.310225303293
Paraná,4115408,Marmeleiro,Sul,14367,0,0,0,0,10,10,69.6039535045591,69.6039535045591,14,14,97.4455349063827,97.4455349063827
Minas Gerais,3140407,Marmelópolis,Sudeste,2755,0,0,0,0,0,0,0,0,2,2,72.5952813067151,72.5952813067151
Rio Grande do Sul,4312054,Marques de Souza,Sul,4009,0,0,0,0,5,5,124.719381391868,124.719381391868,7,7,174.607133948616,174.607133948616
Paraná,4115457,Marquinho,Sul,4405,0,0,0,0,1,1,22.7014755959137,22.7014755959137,3,3,68.1044267877412,68.1044267877412
Minas Gerais,3140506,Martinho Campos,Sudeste,13388,0,0,0,0,10,7,74.6937556020317,52.2856289214222,12,11,89.632506722438,82.1631311622348
Ceará,2307908,Martinópole,Nordeste,11233,0,0,0,0,5,5,44.5117065788302,44.5117065788302,10,10,89.0234131576605,89.0234131576605
São Paulo,3529203,Martinópolis,Sudeste,26461,0,0,0,0,34,29,128.490986735195,109.595253391784,21,21,79.3620800423264,79.3620800423264
Rio Grande do Norte,2407401,Martins,Nordeste,8725,0,0,0,0,5,5,57.3065902578797,57.3065902578797,5,5,57.3065902578797,57.3065902578797
Minas Gerais,3140530,Martins Soares,Sudeste,8417,0,0,0,0,0,0,0,0,5,5,59.4035879767138,59.4035879767138
Sergipe,2804003,Maruim,Nordeste,17213,0,0,0,0,7,7,40.6669377795852,40.6669377795852,7,7,40.6669377795852,40.6669377795852
Paraná,4115507,Marumbi,Sul,4679,0,0,0,0,2,2,42.7441761060056,42.7441761060056,4,4,85.4883522120111,85.4883522120111
Goiás,5212907,Marzagão,Centro-Oeste,2236,0,0,0,0,0,0,0,0,2,2,89.4454382826476,89.4454382826476
Bahia,2920908,Mascote,Nordeste,13822,0,0,0,0,3,3,21.7045290117204,21.7045290117204,17,17,122.992331066416,122.992331066416
Ceará,2308005,Massapê,Nordeste,38737,0,0,0,0,14,14,36.1411570333273,36.1411570333273,31,31,80.0268477166533,80.0268477166533
Piauí,2206050,Massapê do Piauí,Nordeste,6441,0,0,0,0,1,1,15.5255395124981,15.5255395124981,3,3,46.5766185374942,46.5766185374942
Paraíba,2509206,Massaranduba,Nordeste,13918,1,7.18494036499497,0,0,10,10,71.849403649949707,71.849403649949707,9,9,64.6644632849547,64.6644632849547
Santa Catarina,4210605,Massaranduba,Sul,16916,0,0,0,0,26,23,153.700638448806,135.965949397021,14,14,82.7618822416647,82.7618822416647
Rio Grande do Sul,4312104,Mata,Sul,4823,0,0,0,0,2,2,41.4679659962679,41.4679659962679,6,6,124.403897988804,124.403897988804
Bahia,2921005,Mata de São João,Nordeste,46583,0,0,0,0,34,31,72.9879999141318,66.5478822746496,36,35,77.2814116737866,75.1347057939592
Alagoas,2705002,Mata Grande,Nordeste,25216,0,0,0,0,6,6,23.7944162436548,23.7944162436548,15,15,59.4860406091371,59.4860406091371
Maranhão,2106409,Mata Roma,Nordeste,16829,0,0,0,0,4,4,23.768494860063,23.768494860063,11,11,65.3633608651732,65.3633608651732
Minas Gerais,3140555,Mata Verde,Sudeste,8586,0,0,0,0,3,3,34.9406009783368,34.9406009783368,5,5,58.2343349638947,58.2343349638947
São Paulo,3529302,Matão,Sudeste,83170,18,21.6424191415174,15,18.0353492845978,134,116,161.115786942407,139.47336780089,99,90,119.033305278346,108.212095707587
Paraíba,2509305,Mataraca,Nordeste,8434,0,0,0,0,5,5,59.2838510789661,59.2838510789661,14,14,165.994783021105,165.994783021105
Tocantins,1712702,Mateiros,Norte,2684,0,0,0,0,1,1,37.25782414307,37.25782414307,2,2,74.5156482861401,74.5156482861401
Paraná,4115606,Matelândia,Sul,17943,0,0,0,0,26,24,144.903304909993,133.756896839993,12,12,66.8784484199966,66.8784484199966
Minas Gerais,3140605,Materlândia,Sudeste,4459,0,0,0,0,2,2,44.8531060775959,44.8531060775959,4,4,89.7062121551918,89.7062121551918
Minas Gerais,3140704,Mateus Leme,Sudeste,31086,0,0,0,0,45,36,144.759698899826,115.807759119861,26,25,83.6389371421218,80.4220549443479
Minas Gerais,3171501,Mathias Lobato,Sudeste,3203,0,0,0,0,0,0,0,0,4,4,124.882922260381,124.882922260381
Minas Gerais,3140803,Matias Barbosa,Sudeste,14468,0,0,0,0,8,7,55.2944429084877,48.3826375449267,10,10,69.1180536356096,69.1180536356096
Minas Gerais,3140852,Matias Cardoso,Sudeste,11157,0,0,0,0,3,3,26.8889486421081,26.8889486421081,9,9,80.6668459263243,80.6668459263243
Piauí,2206100,Matias Olímpio,Nordeste,10936,0,0,0,0,6,6,54.8646671543526,54.8646671543526,6,6,54.8646671543526,54.8646671543526
Bahia,2921054,Matina,Nordeste,12201,0,0,0,0,2,2,16.392099008278,16.392099008278,11,11,90.156544545529,90.156544545529
Maranhão,2106508,Matinha,Nordeste,23370,0,0,0,0,8,8,34.2319212665811,34.2319212665811,13,13,55.6268720581943,55.6268720581943
Paraíba,2509339,Matinhas,Nordeste,4500,0,0,0,0,1,1,22.2222222222222,22.2222222222222,2,2,44.4444444444445,44.4444444444445
Paraná,4115705,Matinhos,Sul,34720,0,0,0,0,29,21,83.5253456221198,60.4838709677419,29,29,83.5253456221198,83.5253456221198
Minas Gerais,3140902,Matipó,Sudeste,18908,0,0,0,0,12,12,63.4651999153797,63.4651999153797,16,16,84.6202665538396,84.6202665538396
Rio Grande do Sul,4312138,Mato Castelhano,Sul,2540,0,0,0,0,7,7,275.590551181102,275.590551181102,7,7,275.590551181102,275.590551181102
Paraíba,2509370,Mato Grosso,Nordeste,2908,0,0,0,0,1,1,34.3878954607978,34.3878954607978,1,1,34.3878954607978,34.3878954607978
Rio Grande do Sul,4312153,Mato Leitão,Sul,4515,0,0,0,0,1,1,22.1483942414175,22.1483942414175,4,4,88.59357696567,88.59357696567
Rio Grande do Sul,4312179,Mato Queimado,Sul,1648,0,0,0,0,0,0,0,0,2,2,121.359223300971,121.359223300971
Paraná,4115739,Mato Rico,Sul,3272,0,0,0,0,0,0,0,0,5,5,152.81173594132,152.81173594132
Minas Gerais,3141009,Mato Verde,Sudeste,12459,0,0,0,0,9,9,72.2369371538647,72.2369371538647,14,14,112.368568906012,112.368568906012
Maranhão,2106607,Matões,Nordeste,33782,0,0,0,0,13,12,38.4820318512818,35.5218755550293,30,30,88.8046888875733,88.8046888875733
Maranhão,2106631,Matões do Norte,Nordeste,16745,0,0,0,0,9,9,53.747387279785,53.747387279785,15,15,89.5789787996417,89.5789787996417
Santa Catarina,4210704,Matos Costa,Sul,2520,0,0,0,0,2,2,79.3650793650794,79.3650793650794,5,5,198.412698412698,198.412698412698
Minas Gerais,3141108,Matozinhos,Sudeste,37820,0,0,0,0,37,30,97.8318350079323,79.3231094658911,25,25,66.1025912215759,66.1025912215759
Goiás,5212956,Matrinchã,Centro-Oeste,4351,0,0,0,0,1,1,22.9832222477591,22.9832222477591,3,3,68.9496667432774,68.9496667432774
Alagoas,2705101,Matriz de Camaragibe,Nordeste,24642,0,0,0,0,12,12,48.6973459946433,48.6973459946433,18,18,73.0460189919649,73.0460189919649
Mato Grosso,5105606,Matupá,Centro-Oeste,16566,0,0,0,0,17,10,102.619823735362,60.3646021972715,15,13,90.5469032959073,78.473982856453
Paraíba,2509396,Maturéia,Nordeste,6569,0,0,0,0,0,0,0,0,4,4,60.8920688080377,60.8920688080377
Minas Gerais,3141207,Matutina,Sudeste,3749,0,0,0,0,4,4,106.69511869832,106.69511869832,5,5,133.368898372899,133.368898372899
São Paulo,3529401,Mauá,Sudeste,472912,56,11.8415265419359,30,6.34367493317996,889,572,187.984233853233,120.952735392631,418,292,88.3885374023074,61.7451026829516
Paraná,4115754,Mauá da Serra,Sul,10601,0,0,0,0,4,3,37.7322894066597,28.2992170549948,7,7,66.0315064616546,66.0315064616546
Amazonas,1302900,Maués,Norte,63905,0,0,0,0,22,22,34.4261012440341,34.4261012440341,46,46,71.9818480557077,71.9818480557077
Goiás,5213004,Maurilândia,Centro-Oeste,14080,0,0,0,0,8,8,56.8181818181818,56.8181818181818,8,8,56.8181818181818,56.8181818181818
Tocantins,1712801,Maurilândia do Tocantins,Norte,3426,0,0,0,0,2,2,58.3771161704612,58.3771161704612,7,7,204.319906596614,204.319906596614
Ceará,2308104,Mauriti,Nordeste,47962,0,0,0,0,17,16,35.4447270756015,33.3597431299779,28,28,58.3795504774613,58.3795504774613
Rio Grande do Norte,2407500,Maxaranguape,Nordeste,12371,0,0,0,0,4,4,32.3336836149058,32.3336836149058,14,14,113.16789265217,113.16789265217
Rio Grande do Sul,4312203,Maximiliano de Almeida,Sul,4377,0,0,0,0,2,2,45.6933973040896,45.6933973040896,3,3,68.5400959561343,68.5400959561343
Amapá,1600402,Mazagão,Norte,21632,0,0,0,0,6,6,27.7366863905325,27.7366863905325,18,18,83.2100591715976,83.2100591715976
Minas Gerais,3141306,Medeiros,Sudeste,3802,0,0,0,0,2,2,52.6038926880589,52.6038926880589,6,6,157.811678064177,157.811678064177
Bahia,2921104,Medeiros Neto,Nordeste,22688,0,0,0,0,16,16,70.5218617771509,70.5218617771509,21,21,92.5599435825106,92.5599435825106
Paraná,4115804,Medianeira,Sul,46198,8,17.3167669596086,3,6.49378760985324,71,49,153.686306766527,106.065197627603,59,50,127.711156327114,108.229793497554
Pará,1504455,Medicilândia,Norte,31597,0,0,0,0,7,7,22.1540019622116,22.1540019622116,10,10,31.6485742317309,31.6485742317309
Minas Gerais,3141405,Medina,Sudeste,20820,0,0,0,0,15,13,72.0461095100865,62.4399615754083,15,14,72.0461095100865,67.2430355427474
Santa Catarina,4210803,Meleiro,Sul,7015,0,0,0,0,12,12,171.062009978617,171.062009978617,11,11,156.806842480399,156.806842480399
Pará,1504505,Melgaço,Norte,27654,0,0,0,0,9,9,32.5450206118464,32.5450206118464,9,9,32.5450206118464,32.5450206118464
Rio de Janeiro,3302809,Mendes,Sudeste,18614,0,0,0,0,20,15,107.446008380789,80.5845062855915,15,15,80.5845062855915,80.5845062855915
Minas Gerais,3141504,Mendes Pimentel,Sudeste,6446,0,0,0,0,1,1,15.5134967421657,15.5134967421657,8,8,124.107973937325,124.107973937325
São Paulo,3529500,Mendonça,Sudeste,5490,0,0,0,0,3,3,54.6448087431694,54.6448087431694,7,7,127.504553734062,127.504553734062
Paraná,4115853,Mercedes,Sul,5536,0,0,0,0,6,6,108.381502890173,108.381502890173,7,7,126.445086705202,126.445086705202
Minas Gerais,3141603,Mercês,Sudeste,10739,0,0,0,0,11,10,102.430393891424,93.1185399012944,9,9,83.8066859111649,83.8066859111649
São Paulo,3529609,Meridiano,Sudeste,3836,0,0,0,0,2,2,52.1376433785193,52.1376433785193,5,5,130.344108446298,130.344108446298
Ceará,2308203,Meruoca,Nordeste,15057,0,0,0,0,8,8,53.131433884572,53.131433884572,13,13,86.3385800624294,86.3385800624294
São Paulo,3529658,Mesópolis,Sudeste,1908,0,0,0,0,0,0,0,0,3,3,157.232704402516,157.232704402516
Minas Gerais,3141702,Mesquita,Sudeste,5605,0,0,0,0,0,0,0,0,6,6,107.047279214987,107.047279214987
Rio de Janeiro,3302858,Mesquita,Sudeste,176103,0,0,0,0,205,199,116.4091469197,113.002049936685,206,192,116.97699641687,109.0271034565
Alagoas,2705200,Messias,Nordeste,17856,0,0,0,0,8,8,44.8028673835125,44.8028673835125,11,11,61.6039426523297,61.6039426523297
Rio Grande do Norte,2407609,Messias Targino,Nordeste,4601,0,0,0,0,1,1,21.7344055640078,21.7344055640078,4,4,86.9376222560313,86.9376222560313
Piauí,2206209,Miguel Alves,Nordeste,33760,0,0,0,0,11,11,32.5829383886256,32.5829383886256,20,20,59.2417061611374,59.2417061611374
Bahia,2921203,Miguel Calmon,Nordeste,26023,0,0,0,0,11,9,42.2702993505745,34.5847903777428,28,28,107.597125619644,107.597125619644
Piauí,2206308,Miguel Leão,Nordeste,1246,0,0,0,0,1,1,80.2568218298555,80.2568218298555,1,1,80.2568218298555,80.2568218298555
Rio de Janeiro,3302908,Miguel Pereira,Sudeste,25538,0,0,0,0,66,50,258.438405513353,195.786670843449,25,25,97.8933354217245,97.8933354217245
São Paulo,3529708,Miguelópolis,Sudeste,22226,0,0,0,0,17,13,76.4869972104742,58.4900566903626,13,13,58.4900566903627,58.4900566903627
Ceará,2308302,Milagres,Nordeste,27512,0,0,0,0,12,10,43.6173306193661,36.3477755161384,26,26,94.5042163419599,94.5042163419599
Bahia,2921302,Milagres,Nordeste,10950,0,0,0,0,2,2,18.2648401826484,18.2648401826484,10,10,91.324200913242,91.324200913242
Maranhão,2106672,Milagres do Maranhão,Nordeste,8464,0,0,0,0,3,3,35.4442344045369,35.4442344045369,4,4,47.2589792060491,47.2589792060491
Ceará,2308351,Milhã,Nordeste,13155,0,0,0,0,4,4,30.4066894716838,30.4066894716838,10,10,76.0167236792094,76.0167236792094
Piauí,2206357,Milton Brandão,Nordeste,6613,0,0,0,0,2,2,30.243459851807,30.243459851807,3,3,45.3651897777106,45.3651897777106
Goiás,5213053,Mimoso de Goiás,Centro-Oeste,2597,0,0,0,0,5,5,192.529842125529,192.529842125529,5,5,192.529842125529,192.529842125529
Espírito Santo,3203403,Mimoso do Sul,Sudeste,26153,0,0,0,0,30,23,114.709593545674,87.9440217183497,24,23,91.7676748365388,87.9440217183497
Goiás,5213087,Minaçu,Centro-Oeste,29070,0,0,0,0,16,11,55.0395596835225,37.8396972824217,16,14,55.0395596835225,48.1596147230822
Alagoas,2705309,Minador do Negrão,Nordeste,5329,0,0,0,0,4,4,75.0609870519797,75.0609870519797,1,1,18.7652467629949,18.7652467629949
Rio Grande do Sul,4312252,Minas do Leão,Sul,8075,0,0,0,0,5,5,61.9195046439629,61.9195046439629,8,8,99.0712074303406,99.0712074303406
Minas Gerais,3141801,Minas Novas,Sudeste,31484,0,0,0,0,21,19,66.7005463092364,60.3481133274044,25,25,79.4054122729005,79.4054122729005
Minas Gerais,3141900,Minduri,Sudeste,3894,0,0,0,0,6,6,154.083204930663,154.083204930663,7,7,179.763739085773,179.763739085773
Goiás,5213103,Mineiros,Centro-Oeste,66801,10,14.9698357809015,0,0,113,101,169.159144324187,151.195341387105,65,62,97.3039325758596,92.8129818415892
São Paulo,3529807,Mineiros do Tietê,Sudeste,12908,0,0,0,0,3,3,23.2414006817478,23.2414006817478,8,8,61.9770684846607,61.9770684846607
Rondônia,1101203,Ministro Andreazza,Norte,9660,0,0,0,0,5,5,51.75983436853,51.75983436853,5,5,51.75983436853,51.75983436853
São Paulo,3530003,Mira Estrela,Sudeste,3086,0,0,0,0,1,1,32.4044069993519,32.4044069993519,3,3,97.2132209980557,97.2132209980557
Minas Gerais,3142007,Mirabela,Sudeste,13589,0,0,0,0,12,12,88.3067186695121,88.3067186695121,19,19,139.818971226728,139.818971226728
São Paulo,3529906,Miracatu,Sudeste,19779,0,0,0,0,24,23,121.340816016988,116.284948682947,20,20,101.117346680823,101.117346680823
Rio de Janeiro,3303005,Miracema,Sudeste,27174,9,33.1198940163391,6,22.0799293442261,43,40,158.23949363362,147.199528961507,27,25,99.3596820490175,91.9997056009421
Tocantins,1713205,Miracema do Tocantins,Norte,18248,0,0,0,0,42,40,230.162209557212,219.202104340202,46,46,252.082419991232,252.082419991232
Maranhão,2106706,Mirador,Nordeste,21015,0,0,0,0,10,10,47.5850582916964,47.5850582916964,16,16,76.1360932667143,76.1360932667143
Paraná,4115903,Mirador,Sul,2213,0,0,0,0,1,1,45.1875282422052,45.1875282422052,2,2,90.3750564844103,90.3750564844103
Minas Gerais,3142106,Miradouro,Sudeste,10754,0,0,0,0,4,4,37.1954621536173,37.1954621536173,5,5,46.4943276920216,46.4943276920216
Rio Grande do Sul,4312302,Miraguaí,Sul,4925,0,0,0,0,3,3,60.9137055837564,60.9137055837563,2,2,40.6091370558376,40.6091370558376
Minas Gerais,3142205,Miraí,Sudeste,15014,0,0,0,0,14,14,93.2463034501132,93.2463034501132,7,7,46.6231517250566,46.6231517250566
Ceará,2308377,Miraíma,Nordeste,13818,0,0,0,0,0,0,0,0,14,14,101.317122593718,101.317122593718
Mato Grosso do Sul,5005608,Miranda,Centro-Oeste,28013,0,0,0,0,16,14,57.1163388426802,49.9767964873452,17,17,60.6861100203477,60.6861100203477
Maranhão,2106755,Miranda do Norte,Nordeste,28381,0,0,0,0,8,8,28.1878721679997,28.1878721679997,20,20,70.4696804199993,70.4696804199993
Pernambuco,2609303,Mirandiba,Nordeste,15390,0,0,0,0,3,3,19.4931773879142,19.4931773879142,13,13,84.4704353476283,84.4704353476283
São Paulo,3530102,Mirandópolis,Sudeste,29564,10,33.8249222026789,10,33.8249222026789,36,30,121.769719929644,101.474766608037,52,51,175.88959545393,172.507103233663
Bahia,2921401,Mirangaba,Nordeste,18338,0,0,0,0,6,6,32.7189442687316,32.7189442687316,11,11,59.9847311593413,59.9847311593413
Tocantins,1713304,Miranorte,Norte,13434,0,0,0,0,6,4,44.6627958910228,29.7751972606819,14,14,104.213190412387,104.213190412387
Bahia,2921450,Mirante,Nordeste,8641,0,0,0,0,5,4,57.8636731859739,46.2909385487791,7,7,81.0091424603634,81.0091424603634
Rondônia,1101302,Mirante da Serra,Norte,10947,0,0,0,0,5,5,45.6746140495113,45.6746140495113,8,8,73.079382479218,73.079382479218
São Paulo,3530201,Mirante do Paranapanema,Sudeste,18259,0,0,0,0,22,19,120.488526206254,104.058272632674,18,17,98.5815214414809,93.1047702502875
Paraná,4116000,Miraselva,Sul,1806,0,0,0,0,0,0,0,0,3,3,166.112956810631,166.112956810631
São Paulo,3530300,Mirassol,Sudeste,59824,0,0,0,0,121,42,202.259962556833,70.2059374164215,32,30,53.4902380315592,50.1470981545868
Mato Grosso,5105622,Mirassol d'Oeste,Centro-Oeste,27739,0,0,0,0,28,20,100.940913515267,72.1006525109052,16,15,57.6805220087242,54.0754893831789
São Paulo,3530409,Mirassolândia,Sudeste,4871,0,0,0,0,7,7,143.707657565182,143.707657565182,5,5,102.648326832273,102.648326832273
Minas Gerais,3142254,Miravânia,Sudeste,4888,0,0,0,0,1,1,20.4582651391162,20.4582651391162,2,2,40.9165302782324,40.9165302782324
Santa Catarina,4210852,Mirim Doce,Sul,2309,0,0,0,0,1,1,43.308791684712,43.308791684712,3,3,129.926375054136,129.926375054136
Maranhão,2106805,Mirinzal,Nordeste,14962,0,0,0,0,5,5,33.4179922470258,33.4179922470258,10,10,66.8359844940516,66.8359844940516
Paraná,4116059,Missal,Sul,10702,0,0,0,0,7,7,65.4083348906747,65.4083348906746,12,11,112.128574098299,102.784526256774
Ceará,2308401,Missão Velha,Nordeste,35393,0,0,0,0,12,12,33.9050094651485,33.9050094651485,23,23,64.9846014748679,64.9846014748679
Pará,1504604,Mocajuba,Norte,31136,0,0,0,0,9,9,28.9054470709147,28.9054470709147,16,16,51.3874614594039,51.3874614594039
São Paulo,3530508,Mococa,Sudeste,68885,10,14.5169485374174,8,11.6135588299339,114,97,165.493213326559,140.814400812949,71,67,103.070334615664,97.2635552006968
Santa Catarina,4210902,Modelo,Sul,4209,0,0,0,0,3,3,71.2758374910905,71.2758374910905,7,7,166.310287479211,166.310287479211
Minas Gerais,3142304,Moeda,Sudeste,4919,0,0,0,0,2,2,40.6586704614759,40.6586704614759,4,4,81.3173409229518,81.3173409229518
Minas Gerais,3142403,Moema,Sudeste,7517,0,0,0,0,4,4,53.2127178395637,53.2127178395637,8,8,106.425435679127,106.425435679127
Paraíba,2509404,Mogeiro,Nordeste,13284,0,0,0,0,7,7,52.6949713941584,52.6949713941584,11,11,82.8063836193917,82.8063836193917
São Paulo,3530607,Mogi das Cruzes,Sudeste,445842,88,19.7379340663284,46,10.3175564437626,1158,848,259.733268736458,190.20191009371,694,533,155.660525477636,119.549077924467
São Paulo,3530706,Mogi Guaçu,Sudeste,151888,22,14.4843568945539,13,8.55893816496366,227,150,149.452227957442,98.7569788265037,156,129,102.707257979564,84.9310017907932
São Paulo,3530805,Mogi Mirim,Sudeste,93189,18,19.315584457393,6,6.43852815246435,133,62,142.720707379626,66.5314575754649,107,84,114.820418718948,90.1393941345009
Goiás,5213400,Moiporá,Centro-Oeste,1529,0,0,0,0,2,2,130.80444735121,130.80444735121,3,3,196.206671026815,196.206671026815
Sergipe,2804102,Moita Bonita,Nordeste,11335,0,0,0,0,2,2,17.6444640494045,17.6444640494045,2,2,17.6444640494045,17.6444640494045
Pará,1504703,Moju,Norte,82094,0,0,0,0,8,8,9.74492654761615,9.74492654761615,21,21,25.5804321874924,25.5804321874924
Pará,1504752,Mojuí dos Campos,Norte,16084,0,0,0,0,4,4,24.869435463815,24.869435463815,18,18,111.912459587167,111.912459587167
